"Nstates","Tstates","tpurity","Ncount","Tcount","log.ratios","state"
2,4,0.7,15,30,0.53062825106217,10
1,4,0.7,13,41,0.919362930911125,5
3,4,0.7,27,30,0.0749013081731177,15
2,4,0.7,15,17,0.0892311337279426,10
1,4,0.7,6,27,1.23837423104327,5
2,4,0.7,32,30,-0.0447358938413914,10
1,4,0.7,15,34,0.634811603546982,5
3,4,0.7,32,28,-0.0915671935254905,15
2,4,0.7,22,29,0.201083833249478,10
3,4,0.7,20,51,0.734768855250765,15
1,4,0.7,12,31,0.745897745945474,5
2,4,0.7,23,31,0.217912501896657,10
3,4,0.7,36,28,-0.169076330043934,15
1,4,0.7,10,35,1.01160091167848,5
2,4,0.7,7,37,1.38629436111989,10
1,4,0.7,11,29,0.763351439233194,5
3,4,0.7,25,48,0.497132296633988,15
2,4,0.7,25,31,0.155292884406035,10
1,4,0.7,9,23,0.736632292499684,5
3,4,0.7,21,31,0.287682072451781,15
2,4,0.7,27,30,0.0749013081731177,10
1,4,0.7,15,30,0.53062825106217,5
3,4,0.7,29,28,-0.0244340253372821,15
2,4,0.7,19,29,0.313657558855042,10
3,4,0.7,34,38,0.0791373205587238,15
2,4,0.7,25,43,0.408128225527648,10
3,4,0.7,34,38,0.0791373205587238,15
2,4,0.7,23,32,0.242093300093872,10
3,4,0.7,28,46,0.371563556432483,15
2,4,0.7,14,40,0.832909122935104,10
3,4,0.7,24,43,0.440939496301824,15
3,4,0.7,27,30,0.0749013081731177,15
2,4,0.7,19,32,0.39133059717326,10
1,4,0.7,20,36,0.444685821261446,5
3,4,0.7,25,39,0.330741561912228,15
2,4,0.7,24,36,0.300104592450338,10
1,4,0.7,9,41,1.24958331557799,5
3,4,0.7,45,31,-0.245616407166268,15
3,4,0.7,28,24,-0.105360515657826,15
2,4,0.7,11,37,0.976273436475865,10
1,4,0.7,6,37,1.52967294396524,5
3,4,0.7,32,32,0,15
2,4,0.7,28,29,0.0246926125903714,10
3,4,0.7,32,36,0.083881483980702,15
2,4,0.7,19,19,0,10
1,4,0.7,5,36,1.6752256529721,5
2,4,0.7,26,29,0.077673038318218,10
2,4,0.7,24,37,0.321479452035072,10
1,4,0.7,11,34,0.901638455087285,5
2,4,0.7,26,24,-0.055350095083165,10
1,4,0.7,10,35,1.01160091167848,5
2,4,0.7,17,40,0.666319938326801,10
1,4,0.7,10,31,0.904218150639886,5
2,4,0.7,17,33,0.506108633887852,10
3,4,0.7,30,39,0.19062035960865,15
1,4,0.7,9,39,1.20397280432594,5
3,4,0.7,29,31,0.0471467784257019,15
2,4,0.7,22,27,0.147635998806065,10
1,4,0.7,11,30,0.792581077548132,5
2,4,0.7,11,42,1.08947980510484,10
1,4,0.7,7,26,1.06471073699243,5
3,4,0.7,29,39,0.216223108469636,15
1,4,0.7,14,31,0.615185639090233,5
3,4,0.7,13,40,0.897656652329262,15
2,4,0.7,15,36,0.683096844706444,10
1,4,0.7,9,31,0.997358554962937,5
3,4,0.7,38,36,-0.0375379193190652,15
2,4,0.7,23,31,0.217912501896657,10
1,4,0.7,9,31,0.997358554962937,5
3,4,0.7,33,31,-0.0433504408736137,15
2,4,0.7,15,42,0.815364813284194,10
3,4,0.7,23,31,0.217912501896657,15
1,4,0.7,7,35,1.33500106673234,5
2,4,0.7,24,38,0.342406972141027,10
1,4,0.7,7,35,1.33500106673234,5
3,4,0.7,25,40,0.350656871613169,15
3,4,0.7,30,40,0.209720530982069,15
1,4,0.7,17,29,0.401535829968275,5
3,4,0.7,30,42,0.246860077931526,15
2,4,0.7,26,38,0.279960026357871,10
2,4,0.7,18,36,0.53062825106217,10
1,4,0.7,9,24,0.773189888233481,5
3,4,0.7,19,24,0.169076330043934,15
2,4,0.7,19,40,0.573058858191876,10
1,4,0.7,13,36,0.80578881671591,5
2,4,0.7,23,38,0.376051222901871,10
3,4,0.7,26,33,0.172659645882218,15
2,4,0.7,24,39,0.362905493689368,10
3,4,0.7,29,21,-0.214559807622818,15
2,4,0.7,21,38,0.448950220047903,10
1,4,0.7,8,29,1.04292338280752,5
2,4,0.7,11,31,0.82098055206983,10
3,4,0.7,34,40,0.116474990996368,15
2,4,0.7,22,36,0.368423836427815,10
1,4,0.7,12,37,0.899483613557774,5
3,4,0.7,23,35,0.311313676985058,15
1,4,0.7,16,32,0.53062825106217,5
3,4,0.7,36,31,-0.102278849120418,15
2,4,0.7,19,40,0.573058858191876,10
3,4,0.7,25,32,0.17898265552844,15
3,4,0.7,36,31,-0.102278849120418,15
2,4,0.7,24,40,0.382992252256106,10
2,4,0.7,22,30,0.226773319364789,10
3,4,0.7,36,27,-0.192371892647456,15
1,4,0.7,13,37,0.829559036049822,5
2,4,0.7,22,32,0.276253376628158,10
1,4,0.7,13,34,0.756483055731756,5
1,4,0.7,17,34,0.53062825106217,5
1,4,0.7,7,38,1.41098697371026,5
3,4,0.7,23,28,0.141650517063027,15
1,4,0.7,7,34,1.30833281965018,5
2,4,0.7,26,36,0.238411023444998,10
3,4,0.7,35,31,-0.083381608939051,15
1,4,0.7,12,40,0.968250470804866,5
2,4,0.7,22,30,0.226773319364789,10
3,4,0.7,33,28,-0.112117298120706,15
1,4,0.7,6,40,1.6027489242833,5
3,4,0.7,27,42,0.328504066972036,15
3,4,0.7,35,35,0,15
1,4,0.7,13,45,1.00176246267819,5
1,4,0.7,10,36,1.03673688495002,5
3,4,0.7,28,29,0.0246926125903714,15
2,4,0.7,16,34,0.580817995586026,10
3,4,0.7,28,32,0.0953101798043249,15
2,4,0.7,19,24,0.169076330043934,10
3,4,0.7,28,27,-0.0253178079842899,15
2,4,0.7,12,29,0.688971809149465,10
2,4,0.7,25,25,0,10
3,4,0.7,26,34,0.195060582571384,15
1,4,0.7,8,36,1.23837423104327,5
3,4,0.7,28,31,0.0723206615796261,15
2,4,0.7,26,33,0.172659645882218,10
3,4,0.7,23,40,0.416992613279232,15
1,4,0.7,9,44,1.3143208614948,5
3,4,0.7,32,29,-0.0678774224030858,15
2,4,0.7,20,43,0.590560591784844,10
1,4,0.7,12,46,1.09304124361865,5
2,4,0.7,21,32,0.312374685042152,10
1,4,0.7,12,27,0.628608659422374,5
2,4,0.7,19,28,0.286365416567034,10
3,4,0.7,30,35,0.110348057168865,15
3,4,0.7,33,36,0.06169356900534,15
1,4,0.7,14,24,0.405465108108164,5
2,4,0.7,16,46,0.838329190404443,10
3,4,0.7,26,31,0.126293725324292,15
2,4,0.7,27,43,0.346998649608201,10
3,4,0.7,34,36,0.0403512955235672,15
1,4,0.7,6,32,1.39459316393459,5
3,4,0.7,26,23,-0.0842180790840171,15
1,4,0.7,12,33,0.799756915618204,5
3,4,0.7,29,33,0.0921704597996571,15
1,4,0.7,8,38,1.28785428830664,5
1,4,0.7,17,42,0.707745979981098,5
2,4,0.7,24,20,-0.124052648669979,10
1,4,0.7,12,29,0.688971809149465,5
2,4,0.7,21,34,0.360002734031407,10
3,4,0.7,34,36,0.0403512955235672,15
1,4,0.7,16,35,0.60499879378324,5
2,4,0.7,17,33,0.506108633887852,10
1,4,0.7,9,39,1.20397280432594,5
3,4,0.7,24,24,0,15
1,4,0.7,13,26,0.53062825106217,5
3,4,0.7,34,26,-0.179971379449001,15
2,4,0.7,22,44,0.53062825106217,10
1,4,0.7,12,29,0.688971809149465,5
1,4,0.7,9,40,1.22703807725693,5
3,4,0.7,38,31,-0.138052877343368,15
3,4,0.7,35,39,0.0769610411361282,15
1,4,0.7,9,27,0.8754687373539,5
3,4,0.7,32,32,0,15
1,4,0.7,15,33,0.609765571620894,5
3,4,0.7,26,30,0.102278849120418,15
2,4,0.7,11,30,0.792581077548132,10
2,4,0.7,21,33,0.336472236621213,10
3,4,0.7,30,44,0.282669530628237,15
2,4,0.7,29,25,-0.101536419219423,10
3,4,0.7,30,27,-0.0725706928348355,15
2,4,0.7,16,32,0.53062825106217,10
1,4,0.7,10,26,0.751416088683921,5
3,4,0.7,30,48,0.350656871613169,15
1,4,0.7,7,33,1.28093384546206,5
2,4,0.7,16,33,0.556037966587539,10
2,4,0.7,21,31,0.287682072451781,10
3,4,0.7,36,32,-0.0809690625336671,15
3,4,0.7,32,44,0.233093882167378,15
2,4,0.7,10,37,1.06125650212434,10
3,4,0.7,33,28,-0.112117298120706,15
2,4,0.7,18,19,0.0381517659643761,10
1,4,0.7,12,35,0.8508629265517,5
1,4,0.7,7,32,1.25276296849537,5
2,4,0.7,21,29,0.23638877806423,10
3,4,0.7,35,40,0.0953101798043249,15
2,4,0.7,24,35,0.278262850535289,10
1,4,0.7,9,32,1.02564326880152,5
3,4,0.7,29,39,0.216223108469636,15
2,4,0.7,14,35,0.717839793150317,10
1,4,0.7,6,36,1.50407739677627,5
2,4,0.7,18,45,0.717839793150317,10
1,4,0.7,12,24,0.53062825106217,5
2,4,0.7,25,31,0.155292884406035,10
1,4,0.7,7,35,1.33500106673234,5
1,4,0.7,12,33,0.799756915618204,5
2,4,0.7,8,32,1.1314021114911,10
2,4,0.7,13,49,1.07788615815099,10
3,4,0.7,33,34,0.0209902758918358,15
1,4,0.7,9,42,1.27163145279975,5
1,4,0.7,13,30,0.649918446009125,5
2,4,0.7,21,27,0.182321556793955,10
3,4,0.7,18,41,0.638925626393307,15
1,4,0.7,15,29,0.502793452068726,5
3,4,0.7,28,34,0.139761942375159,15
3,4,0.7,26,27,0.0265670273847217,15
2,4,0.7,27,40,0.290455999334506,10
2,4,0.7,19,29,0.313657558855042,10
1,4,0.7,9,31,0.997358554962937,5
2,4,0.7,24,36,0.300104592450338,10
3,4,0.7,29,32,0.0699119891987145,15
1,4,0.7,10,41,1.15373158788919,5
3,4,0.7,27,26,-0.0262679268206102,15
1,4,0.7,8,35,1.21268474492796,5
1,4,0.7,6,32,1.39459316393459,5
2,4,0.7,24,37,0.321479452035072,10
1,4,0.7,8,37,1.26342026296936,5
2,4,0.7,19,32,0.39133059717326,10
3,4,0.7,41,30,-0.20801466971791,15
2,4,0.7,27,39,0.2708749541354,10
1,4,0.7,3,34,2.10819095496582,5
2,4,0.7,26,45,0.413127980853733,10
3,4,0.7,22,31,0.251819351290876,15
1,4,0.7,13,40,0.897656652329262,5
3,4,0.7,28,28,0,15
1,4,0.7,12,45,1.07329448068382,5
1,4,0.7,13,32,0.704619581722182,5
2,4,0.7,11,34,0.901638455087285,10
1,4,0.7,12,37,0.899483613557774,5
2,4,0.7,19,35,0.463402945214384,10
1,4,0.7,6,24,1.1314021114911,5
2,4,0.7,15,27,0.444685821261446,10
1,4,0.7,9,26,0.842524581634546,5
2,4,0.7,23,43,0.475423696715075,10
3,4,0.7,24,38,0.342406972141027,15
1,4,0.7,5,35,1.64865862558738,5
3,4,0.7,30,36,0.131028262406404,15
3,4,0.7,39,35,-0.074502527297921,15
3,4,0.7,31,29,-0.0462128431551317,15
2,4,0.7,24,37,0.321479452035072,10
3,4,0.7,29,29,0,15
1,4,0.7,6,35,1.47780946995566,5
3,4,0.7,43,28,-0.279960026357871,15
2,4,0.7,21,35,0.382992252256106,10
1,4,0.7,16,34,0.580817995586026,5
3,4,0.7,24,35,0.278262850535289,15
1,4,0.7,14,34,0.693147180559945,5
3,4,0.7,25,36,0.268499253035007,15
2,4,0.7,19,48,0.726785539708775,10
2,4,0.7,19,28,0.286365416567034,10
3,4,0.7,38,42,0.0710959216837303,15
3,4,0.7,30,44,0.282669530628237,15
1,4,0.7,7,27,1.09861228866811,5
2,4,0.7,19,34,0.439951284179334,10
3,4,0.7,27,44,0.365157384620071,15
2,4,0.7,18,31,0.409161969989491,10
1,4,0.7,11,34,0.901638455087285,5
3,4,0.7,29,39,0.216223108469636,15
1,4,0.7,10,37,1.06125650212434,5
2,4,0.7,15,30,0.53062825106217,10
1,4,0.7,14,34,0.693147180559945,5
2,4,0.7,18,29,0.356119234005009,10
3,4,0.7,34,35,0.0203791623366523,15
1,4,0.7,10,25,0.717839793150317,5
3,4,0.7,35,46,0.198850858745165,15
1,4,0.7,9,35,1.10599239596573,5
2,4,0.7,25,30,0.131028262406404,10
1,4,0.7,13,30,0.649918446009125,5
2,4,0.7,23,34,0.288768438664002,10
3,4,0.7,27,33,0.144581228811108,15
3,4,0.7,30,39,0.19062035960865,15
1,4,0.7,11,26,0.670157662335247,5
2,4,0.7,19,35,0.463402945214384,10
1,4,0.7,10,26,0.751416088683921,5
1,4,0.7,12,45,1.07329448068382,5
3,4,0.7,28,25,-0.0779615414697118,15
1,4,0.7,14,33,0.667829372575655,5
3,4,0.7,35,34,-0.0202027073175196,15
3,4,0.7,29,33,0.0921704597996571,15
2,4,0.7,23,37,0.354934299460948,10
1,4,0.7,14,40,0.832909122935104,5
3,4,0.7,32,35,0.0635614814897446,15
2,4,0.7,20,41,0.551007413398823,10
1,4,0.7,3,33,2.07944154167984,5
2,4,0.7,35,35,0,10
1,4,0.7,9,35,1.10599239596573,5
2,4,0.7,16,27,0.392886325901304,10
1,4,0.7,6,37,1.52967294396524,5
3,4,0.7,26,41,0.339215722566964,15
1,4,0.7,10,40,1.1314021114911,5
3,4,0.7,32,40,0.161268147596122,15
2,4,0.7,19,23,0.137470990628603,10
1,4,0.7,12,23,0.495711985955942,5
2,4,0.7,14,32,0.641853886172395,10
3,4,0.7,21,39,0.470003629245735,15
2,4,0.7,18,37,0.553246339649943,10
3,4,0.7,38,27,-0.226438447211062,15
1,4,0.7,10,33,0.959350221334602,5
3,4,0.7,37,31,-0.120489397254126,15
2,4,0.7,19,42,0.61376215130538,10
1,4,0.7,7,32,1.25276296849537,5
3,4,0.7,34,34,0,15
2,4,0.7,22,33,0.300104592450338,10
3,4,0.7,35,29,-0.127833371509885,15
2,4,0.7,19,29,0.313657558855042,10
2,4,0.7,27,33,0.144581228811108,10
3,4,0.7,43,42,-0.0164130296413303,15
1,4,0.7,13,24,0.465184342809786,5
2,4,0.7,10,32,0.932164081030445,10
3,4,0.7,23,31,0.217912501896657,15
1,4,0.7,11,33,0.8754687373539,5
2,4,0.7,19,33,0.41593640797546,10
3,4,0.7,24,32,0.209720530982069,15
1,4,0.7,10,26,0.751416088683921,5
2,4,0.7,21,40,0.490622916448471,10
1,4,0.7,13,25,0.498441564566269,5
2,4,0.7,22,38,0.411507422564127,10
1,4,0.7,9,28,0.907362101129853,5
3,4,0.7,28,26,-0.0512932943875505,15
2,4,0.7,21,39,0.470003629245735,10
3,4,0.7,38,48,0.169076330043934,15
1,4,0.7,10,20,0.53062825106217,5
2,4,0.7,18,33,0.45953232937844,10
1,4,0.7,15,34,0.634811603546982,5
2,4,0.7,23,34,0.288768438664002,10
1,4,0.7,6,34,1.45083288225746,5
2,4,0.7,20,26,0.19062035960865,10
3,4,0.7,31,35,0.0864735980038269,15
1,4,0.7,12,43,1.03259118757032,5
3,4,0.7,27,33,0.144581228811108,15
2,4,0.7,14,37,0.765467842139571,10
1,4,0.7,8,42,1.3800247481063,5
2,4,0.7,13,27,0.561811178498858,10
3,4,0.7,27,35,0.188475422368333,15
2,4,0.7,25,27,0.0544881852840698,10
1,4,0.7,9,29,0.93826963859293,5
2,4,0.7,18,36,0.53062825106217,10
3,4,0.7,29,36,0.156119184399931,15
2,4,0.7,19,29,0.313657558855042,10
3,4,0.7,29,39,0.216223108469636,15
2,4,0.7,14,27,0.500775287912489,10
1,4,0.7,10,30,0.8754687373539,5
2,4,0.7,25,34,0.224742272677907,10
2,4,0.7,22,36,0.368423836427815,10
2,4,0.7,13,24,0.465184342809786,10
3,4,0.7,29,32,0.0699119891987145,15
2,4,0.7,20,42,0.570979546585738,10
1,4,0.7,9,37,1.15618214048959,5
3,4,0.7,29,45,0.326571165638501,15
1,4,0.7,14,35,0.717839793150317,5
3,4,0.7,32,33,0.0216391751034812,15
1,4,0.7,3,32,2.04984107190355,5
2,4,0.7,21,33,0.336472236621213,10
1,4,0.7,8,38,1.28785428830664,5
2,4,0.7,25,39,0.330741561912228,10
3,4,0.7,28,30,0.048790164169432,15
1,4,0.7,12,32,0.773189888233482,5
2,4,0.7,18,38,0.575364144903562,10
3,4,0.7,24,34,0.255933374137201,15
1,4,0.7,10,33,0.959350221334602,5
2,4,0.7,17,32,0.48097266061631,10
3,4,0.7,37,34,-0.0584310834358431,15
2,4,0.7,17,28,0.373589899577715,10
3,4,0.7,26,43,0.376854574066899,15
1,4,0.7,12,38,0.922935274592824,5
2,4,0.7,34,37,0.0599323407226738,10
2,4,0.7,23,32,0.242093300093872,10
3,4,0.7,30,40,0.209720530982069,15
2,4,0.7,21,41,0.510825623765991,10
1,4,0.7,5,27,1.40609698841607,5
1,4,0.7,10,36,1.03673688495002,5
3,4,0.7,25,39,0.330741561912228,15
3,4,0.7,21,32,0.312374685042152,15
2,4,0.7,20,30,0.300104592450338,10
3,4,0.7,29,32,0.0699119891987145,15
2,4,0.7,15,33,0.609765571620894,10
3,4,0.7,41,25,-0.319063673192949,15
2,4,0.7,22,33,0.300104592450338,10
3,4,0.7,26,41,0.339215722566964,15
1,4,0.7,11,31,0.82098055206983,5
3,4,0.7,23,27,0.114880275998422,15
2,4,0.7,17,39,0.644945078742068,10
3,4,0.7,29,27,-0.0494800572633697,15
1,4,0.7,8,39,1.31170550412882,5
3,4,0.7,28,31,0.0723206615796261,15
2,4,0.7,18,29,0.356119234005009,10
1,4,0.7,16,34,0.580817995586026,5
3,4,0.7,35,28,-0.150822889734584,15
2,4,0.7,17,26,0.315240016515439,10
3,4,0.7,33,31,-0.0433504408736137,15
3,4,0.7,37,30,-0.142061882508254,15
1,4,0.7,12,26,0.597003320007043,5
2,4,0.7,22,32,0.276253376628158,10
1,4,0.7,10,37,1.06125650212434,5
2,4,0.7,16,30,0.477785769687791,10
2,4,0.7,23,30,0.19313247289817,10
3,4,0.7,30,34,0.0892311337279426,15
2,4,0.7,19,34,0.439951284179334,10
3,4,0.7,30,35,0.110348057168865,15
1,4,0.7,9,38,1.1803629386868,5
2,4,0.7,16,27,0.392886325901304,10
3,4,0.7,23,30,0.19313247289817,15
2,4,0.7,23,43,0.475423696715075,10
1,4,0.7,4,35,1.86019663078128,5
2,4,0.7,20,32,0.350656871613169,10
1,4,0.7,12,34,0.825636363606024,5
3,4,0.7,32,43,0.215615284893418,15
2,4,0.7,23,31,0.217912501896657,10
1,4,0.7,13,36,0.80578881671591,5
3,4,0.7,26,33,0.172659645882218,15
3,4,0.7,33,32,-0.0214403312378695,15
2,4,0.7,15,36,0.683096844706444,10
3,4,0.7,32,34,0.0428199971829281,15
2,4,0.7,17,28,0.373589899577715,10
2,4,0.7,27,32,0.121889817609037,10
1,4,0.7,19,37,0.508718141426426,5
3,4,0.7,29,46,0.343834233062282,15
